video_id,publishedAt,channelId,channelTitle,title,description,duration_sec,viewCount,likeCount,commentCount,tags
pzeGN3eEsMA,2023-10-06T23:24:21Z,UCc0vRNRARO5EQrHdB9zFYYw,Kerolos2007,٧ أكتوبر ٢٠٢٣,,12,2504,68,0,
7kbJ5uuig98,2023-10-07T00:41:19Z,UC4r6-Pgj7OHgW8nE1agtkXQ,Rare  Error coins & LH,7 באוקטובר 2023,,51,59,6,0,
vd_0DqUfN9c,2023-10-07T02:39:00Z,UC5XxZlPp5vQTN9KakLAXOvA,Arye Avriel,7 באוקטובר 2023,,61,3,0,0,
PlM1a4UjVec,2023-10-07T05:13:53Z,UCuMjA1y83heM7kuyRprIC-Q,مقداد راشد,٧ أكتوبر ٢٠٢٣,,18,720,34,0,
yyG1KdO_hkk,2023-10-07T05:42:30Z,UCMmARi1wAhefLpT2mjZ_cdQ,بلقيس,٧ أكتوبر ٢٠٢٣,,38,2605,48,3,
JGDCvJhUEi8,2023-10-07T06:03:36Z,UCzkErWtx95K6HwKdCoWfJZw,دحام الشمر,٧ أكتوبر ٢٠٢٣,,10,10751,170,10,
JBZHp5lfJ0o,2023-10-07T07:45:08Z,UCahpxixMCwoANAftn6IxkTg,AlArabiya العربية,مشاهد لجنود إسرائيلين  داخل قاعدة عسكرية قرب غلاف غزة,مشاهد لجنود إسرائيلين  داخل قاعدة عسكرية قرب غلاف #غزة قالت وسائل إعلام إسرائيلية إنهم محاصرون من مسلحي الفصائل الفلسطينية #إسرائيل  #العربية **** ***** ****** قناة العربية تقدم لكم آخر الأخبار على مدار الساعة إضافة إلى باقة ضخمة من البرامج الإخبارية والوثائقيات وكذلك منتجات خاصة لمنصات التواصل فقط **** ***** ****** لمعرفة أحدث المستجدات.. عبر البث المباشر من هنا ⤵ ‏Live https://www.youtube.com/watch?v=_rewJPptlBg  **** ***** ****** وبإمكانكم متابعة العربية على منصات التواصل  ‏⏭ Facebook ⏭ https://www.facebook.com/AlArabiya/  ‏⏭ Instagram ⏭ https://www.instagram.com/alarabiya/  ‏⏭ Twitter ⏭ https://twitter.com/AlArabiya  ‏⏭ TikTok ⏭ https://www.tiktok.com/@alarabiya?lang=ar  ⏭ ‏Breaking news ⏭ https://twitter.com/AlArabiya_Brk      **** ***** ****** يمكنكم زيارة موقعنا الإلكتروني لمعرفة كل جديد.. من هنا ‏✍️ https://www.alarabiya.net/ **** ***** ****** العربية.. أن تعرف أكثر #السعودية #عاجل #العربية #الإمارات #تونس #المغرب #الجزائر #مصر #العراق #اليمن #سوريا #قطر #الكويت #عمان #ليبيا #تركيا #روسيا #أميركا #أوكرانيا #الصين #الهند #باكستان #إيران #فلسطين #غزة #بغداد #دمشق #القاهرة #الرياض #مكة #جدة #البحرين #الأردن #روسيا #موسكو #باريس #فرنسا #برشلونة #ريال_مدريد #الأهلي #طهران #أنقرة #إسطنبول #دمشق #كورونا #إثيوبيا #كييف #روما #نيويورك #واشنطن #أفغانستان  ‏#news #breaking #live #livestream #USA #Russia #China #Europe #india #pakistan #turkey #israel #palestine #gaza #iran #syria #iraq #algeria #morocco #egypt #cairo #saudi #UAE #moscow #damascus #ankara #Istanbul #france #barcelona #Salah,11,11054268,85916,2255,العربية|بث مباشر|البث الحي لقناة العربية|العربية مباشر|قناة العربية|أخبار العربية|سكاي نيوز|الجزيرة|الحدث|قناة الحدث|أخبار الحدث|السعودية|اليمن|روسيا|الصين|إيران|أميركا|واشنطن|بايدن|ترمب|أوكرانيا|كييف|طهران|ميليشيات إيران|تركيا|أردوغان|العراق|بغداد|ليبيا|تونس|الجزائر|المغرب|الرباط|فلسطين|الأردن|مصر|سوريا|دمشق|السودان|كورونا|لقاح كورونا|تفاعلكم|alarabiya|إسطنبول|حرب|اشتباكات|غزة|صواريخ غزة|القدس|إسرائيل|عسقلان|مستوطنات|مستوطنات الغلاف|قطاع غزة
_2bnrLB0720,2023-10-07T08:45:01Z,UCfiwzLy-8yKzIbsmZTzxDgw,AlJazeera Arabic  قناة الجزيرة,"القسام تبث مشاهد حصرية لسرب ""صقر"" إحدى الوحدات العسكرية المشاركة بعملية طوفان الأقصى","كتائب القسام تبث مشاهد حصرية لسرب ""صقر"" إحدى الوحدات العسكرية التي شاركت في عملية طوفان الأقصى داخل أراضينا المحتلة #الجزيرة #فلسطين  #إسرائيل  #عملية_طوفان_الأقصى  #كتائب_القسام  #حماس  #قطاع_غزة  ===================== تابعونا على منصات الجزيرة الرقمية ===================== ▶️Facebook▶️https://facebook.com/aljazeerachannel ▶️Instagram▶️ https://instagram.com/aljazeera ▶️Twitter▶️ https://twitter.com/AJArabic ▶️Twitter▶️ https://twitter.com/AJABreaking  ▶️ https://www.aljazeera.net ▶️ https://www.aljazeera.com Live▶️ https://www.youtube.com/c/aljazeera/live AlJazeera mobile applications▶️ https://aje.io/AJAMobile البث الحي / البث المباشر الأعلى مشاهدة قناة الجزيرة #الجزيرة #aljazeera #عاجل =============  غرفة الأخبار الرقمية شبكة الجزيرة الإعلامية جميع الحقوق محفوظة ©️ 2022 Al Jazeera Digital Newsroom Al Jazeera Media Network - Doha, Qatar =============  #عاجل #شاهد #أخبار #المغرب #الجزائر #مصر #السعودية #العراق #اليمن #سوريا #قطر #الامارات #الكويت #عمان #ليبيا #تركيا #تونس #روسيا #امريكا #الصين #الهند #باكستان #ايران #فلسطين #غزة #بغداد #دمشق #القاهرة #الرياض #مكة #جدة #البحرين #الأردن #الجزيرة #تحقيق #تغطية #مباشرة #البث #الحي #حصري #خاص #رقمي #aljazeera #news #breaking #coverage #live #livestream #tv #USA #Russia #China #Europe #india #pakistan #turkey #israel #palestine #gaza #iran #syria #iraq #algeria #morocco #egypt #cairo #saudi #UAE",65,913376,15067,566,Aljazeera|ajarchive|ajayoutube|al jazeera|aljazeera|aljazira|youtube|آخر الأخبار|أخبار|أزمة إنسانية|اجتماعي|اخبار|الجزيرة|الجزيره|تقرير|خبر|سياسة|سياسه|سياسي|مباشر|نشرة أخبار|غزة|الضفة الغربية|الاحتلال|إسرائيل|فلسطين|السلطة الفلسطينية|عباس|محمود عباس|عريقات|دحلان|فتح|حماس|القدس الشرقية|المسجد الأقصى|عرفات|بنيامين نتنياهو|الخليل|القدس|الاستيطان|خطة السلام|خطة ترمب|خطة ترمب للسلام|التطبيع|تطبيع البحرين|البحرين|المنامة|الامارات|ابو ظبي|بن زايد|عملية طوفان الأقصى
BHwIxpWpvls,2023-10-07T08:50:15Z,UCSiFNDnvhOLrpYTnmck6iRw,المرعب ابن فلسطين ,٧ أكتوبر ٢٠٢٣,,12,12178,124,2,
PzfCSuOKPJk,2023-10-07T08:52:57Z,UCQo-J-_pFjzom4TlGs-E8iA,Dr peat,7 באוקטובר 2023,,23,4,1,0,
FIDp3KbC2OA,2023-10-07T09:17:29Z,UCbnX5nNP3Zz9_Rn7ZZGm5fw,صلي على محمد,٧ أكتوبر ٢٠٢٣,,15,0,1,0,
tg0XnwNaMiE,2023-10-07T09:57:09Z,UCWcjG9ooFMK2UkLwp5efUeg,عمر حسن,٧ أكتوبر ٢٠٢٣,,14,3,2,2,
RDq-z7vNYEU,2023-10-07T10:01:54Z,UCrdPiSPVW0rtRsI002BX8iw,Mojo Story,"Israel | Hamas Attack in Southern Israel, people seen fleeing",#israel #hamas #gaza,11,22820192,210303,3896,barkha dutt|mojo story|india news|english news|latest news in english|english news today|breaking news|breaking news today|world news|news updates|latest news|latest news today|hamas|israel|netanyahu|gaza|israel palestine|what is hamas|who is hamas|what is the capital is israel|jerusalem|west bank|ramallah|why do israel and palestine fight so much|intifada
ovi6-uF845Q,2023-10-07T10:37:58Z,UCVHhyr0u7p8FzXcjZIt34Dg,فيصل,٧ أكتوبر ٢٠٢٣,,18,1708,84,1,
36zfpaiNy3M,2023-10-07T10:58:08Z,UCNxJTGy0O7JFrlJb2lvpktA,bsjv nsb,٧ أكتوبر ٢٠٢٣,,8,1411,27,2,
tAPcTU5jPTw,2023-10-07T11:01:05Z,UCYglSOCrhzQ79Vxt8EtMdsw,حمد الشميري | Hamad Al-Shamiri,٧ أكتوبر ٢٠٢٣,,9,3115,624,2,
a0GN1xaDgsc,2023-10-07T12:08:43Z,UC64TmIcwq9RfZhboqqjF-RQ,عبود ,٧ أكتوبر ٢٠٢٣,,8,2516,31,3,
o8-0zXDv3Y0,2023-10-07T12:09:18Z,UC6b-4_xQ2mcSZuXO5u_R9EQ,Safaa Thawabyah,٧ أكتوبر ٢٠٢٣,,23,66,6,0,
_UPSU2dEJbM,2023-10-07T12:20:32Z,UCoMdktPbSTixAyNGwb-UYkQ,Sky News,Israel: Hamas fighters appear to paraglide across border in released footage,"The Hamas militant group has launched an unprecedented infiltration of Israel, crossing the border on foot, motorbike and apparently by air - with paragliders.  Israel has retaliated with strikes on the Gaza Strip while Prime Minister Benjamin Netanyahu declared the nation ""is at war"".  #Hamas #Israel #Gaza #Conflict #Palestine #GazaStrip #Netanyahu #Shorts  SUBSCRIBE to our YouTube channel for more videos: http://www.youtube.com/skynews  Follow us on Twitter: https://twitter.com/skynews  Like us on Facebook: https://www.facebook.com/skynews  Follow us on Instagram: https://www.instagram.com/skynews  Follow us on TikTok: https://www.tiktok.com/@skynews   For more content go to http://news.sky.com and download our apps: Apple https://itunes.apple.com/gb/app/sky-news/id316391924?mt=8 Android https://play.google.com/store/apps/details?id=com.bskyb.skynews.android&hl=en_GB   Sky News Daily podcast is available for free here: https://podfollow.com/skynewsdaily/   Sky News videos are now available in Spanish here/Los video de Sky News están disponibles en español aquí: https://www.youtube.com/channel/UCzG5BnqHO8oNlrPDW9CYJog   To enquire about licensing Sky News content, you can find more information here: https://news.sky.com/info/library-sales",36,459252,8432,580,Hamas|Israel|Palestine|Footage|Paragliding|Border crossing|Fighters|Palestine conflict|conflict|war|Netanyahu|Shorts|Sky News Live|Gaza|Gaza Strip|Jenin|West Bank|Rockets|Drone Strikes|Strikes
_-UXGh9oFrY,2023-10-07T12:46:30Z,UCCOklDUmm7VE4IeX8ghPYSg,Hfuh Bjd,٧ أكتوبر ٢٠٢٣,,7,1337,34,0,
Xyf_8Sgev34,2023-10-07T13:19:48Z,UCJqYzdgxoyaDPxWz9mjLWXQ,koba GIMAR TV,٧ أكتوبر ٢٠٢٣,,16,725,29,0,
uR7cagO-XpQ,2023-10-07T14:09:18Z,UCxiuJr0hOUhDq1UjcLhfIOg,Zahraa Shhab,٧ أكتوبر ٢٠٢٣,,11,5922,213,3,
sARGrfdLp2o,2023-10-07T14:13:59Z,UCTzWSI4W0XW6b1VakmDLcEQ,مهند قدومي,٧ أكتوبر ٢٠٢٣,,16,6283,120,5,
s-MOWEIYHxY,2023-10-07T14:40:19Z,UC1tHkHiS1-C99YHrezX50Jw,ابراهيم,٧ أكتوبر ٢٠٢٣,,20,2485,429,5,
Ov1LpPNOJ9w,2023-10-07T14:47:58Z,UCDQr9r3MkhfKVFHujtoPOTg,ابو بسام 😏 😏,٧ أكتوبر ٢٠٢٣,,27,1745,34,1,
-02LLvjWglY,2023-10-07T15:32:16Z,UCCUeYYsd9QDvr4xzGDCpT7Q,اللهم انصر اخواننا في غزه العزه ,٧ أكتوبر ٢٠٢٣,,53,12,2,0,
Zp1oZek_1AY,2023-10-07T16:35:06Z,UCCHNukYojBDjYdjAiiJp3Lg,Lowan_chan,7 באוקטובר 2023,,31,4,1,1,
-oUI1pMcn0c,2023-10-07T17:27:51Z,UCtldjSfPKwWDvI801BvrqEA,Joumana Mounifa,٧ أكتوبر ٢٠٢٣,,13,34,1,0,
18psfQEFnCY,2023-10-07T17:43:02Z,UCsaGnzH9UMrZSixQ3eo-cWg,שמירת השבת,7 באוקטובר 2023,,34,8,0,0,
NUEjmv6VDrM,2023-10-07T18:16:43Z,UCMliswJ7oukCeW35GSayhRA,WSJ News,Watch: High-Rise Building in Gaza Crumbles After Israeli Airstrike | WSJ News,"A high-rise building in Gaza, the Palestine Tower, collapsed after Israel’s airstrike rocked the city on Saturday. Israel has declared war after Palestinian militants launched an attack earlier in the day. Photo: Reuters  #wsj #gaza #israel",55,11392124,52513,6911,palestine tower|high rise building collapse|gaza building destroyed|wsj|wsj news|hamas|gaza|israel|palestine|war|conflict|israel news|gaza news|gaza strip|gaza israel hamas|palestine news|palestine and israel|hamas attack israel hostage|war in israel|israel hostages|hamas militant group|middle east|hezbollah|world news|war update|israel palestine|israel hamas|iran support hamas|israel hamas war|israel live|israel footage|israel airstrike|wonews
JpWOoSROlQA,2023-10-07T19:14:55Z,UCDilki4lyaoppsHKZaltuyQ,حبيب ,٧ أكتوبر ٢٠٢٣,,20,1,0,0,
XDdkUpyezZM,2023-10-07T19:16:01Z,UCDilki4lyaoppsHKZaltuyQ,حبيب ,٧ أكتوبر ٢٠٢٣,,29,0,1,0,
5Xs19on8FLs,2023-10-07T19:18:29Z,UCDilki4lyaoppsHKZaltuyQ,حبيب ,٧ أكتوبر ٢٠٢٣,,18,0,1,0,
H0LYsLBMG1k,2023-10-07T19:19:49Z,UCDilki4lyaoppsHKZaltuyQ,حبيب ,٧ أكتوبر ٢٠٢٣,,13,1,1,0,
Mz4o4H1mTks,2023-10-07T19:20:30Z,UCDilki4lyaoppsHKZaltuyQ,حبيب ,٧ أكتوبر ٢٠٢٣,,19,3,1,0,
I4svL1bw5zY,2023-10-07T20:40:04Z,UCGpQIObLpBkYbZDW2GJlojQ,🌸 אורין 🌸,7 באוקטובר 2023,,65,6,1,0,
CU1pr01XL8M,2023-10-07T22:02:59Z,UC33TSH97ZMcx4y8uJUmBpbg,حمود_الا_اسمر🤫,٧ أكتوبر ٢٠٢٣,,9,5169,58,0,
Yhx5v22PRZo,2023-10-08T03:26:10Z,UCpIYJozSPogTzJmGh4OPcFQ,זמן אמת,#מלחמה#חטופים#מחדל#חרבותברזל#איךזהקרה?#מבצאצבאי#שבויים#...,,31,117,2,0,
6zRp0VaaMDA,2023-10-08T15:30:06Z,UCPgLNge0xqQHWM5B5EFH9Cg,The Telegraph,Israeli rave goers run for their lives when Hamas paraglide in and start shooting,"The sun had just risen over Israel’s Negev desert, and at the all-night outdoor rave at Kibbutz Re’im, the party was still going. Thumping trance music was playing full volume, and under brightly-coloured canopies, hundreds of revellers were dancing themselves into exhaustion. #Israel #Gaza #Hamas Then, just as chill-out time began to beckon, uninvited guests arrived. On footage captured by a partygoer’s mobile phone, several small black dots can be seen approaching in the dawn sky from the direction of Gaza. As the cameraman shouts what appears to be a warning, fellow revellers ignore him, unable to hear because of the music.  Moments later, the dancing stops as the airborne arrivals are revealed as motorised paragliders carrying armed Hamas militants. As rocket fire also begins, the dancers flee for their lives – chased by gunmen bent on shooting or kidnapping anyone in their path.  Following the rampage, which began at around 7am on Saturday, dozens of partygoers were reported to have been killed or kidnapped, with many more still missing. The unconscious body of a dreadlocked female attendee was later paraded through Gaza in a truck, as passers-by spat on her. Among those reported to have been captured was a 26-year-old British citizen, Jake Marlowe, who was helping with security at the rave.  Subscribe to The Telegraph with our special offer: just £1 for 3 months. Start your free trial now: https://www.telegraph.co.uk/customer/subscribe/digitalsub/3for1/?WT.mc_id=tmgoff_pvid_conversion-subscription_editorial-iniative_03-22_EGW-13_organic_youtube  Get the latest headlines: https://www.telegraph.co.uk/  Telegraph.co.uk and YouTube.com/TelegraphTV are websites of The Telegraph, the UK's best-selling quality daily newspaper providing news and analysis on UK and world events, business, sport, lifestyle and culture.",29,23064834,394154,,Telegraph|News|Israel terror as Hamas encircle|KIdnap|kidnap Israeli festival goers|kidnap Israeli rave|Israeli rave|Hamas shoot israeli rave|Israeli festival goers could be seen dancing|desert at dawn on Saturday|dancing|paragliders|hamas|israel|terror|shoot|run|Israel|Hammas|war|IDF|Netanyahu|Hamas celebrate taking Israeli hostages|vehicles into Gaza|Gaza|MIddle east|motor-powered hang gliders|paratroopers|parargliders|Israel war|Israel’s Negev desert
LY9zxJTmj7U,2023-10-08T21:45:48Z,UCNbmVpZIlBZAPdsGZaABUng,webdose 🤟😅,מלחמת חרבות ברזל 2023 - שיעור תורה מרגיע את הנפש,‏סרטון וידאו מ-יצחק ערמון,68,398,8,3,דברי תורה להרגעת הנפש.. שיעור 1 מפי יצחק ערמון|מבצע חרבות ברזל
viO7OWZglJ0,2023-10-08T22:23:12Z,UChjd5M1K5Y3vQLgmIveZyzg,The Australian,Israel music festival attendees killed and taken hostage by Hamas militants,"A terrifying attack in Israel on Saturday morning by Hamas militants has left hundreds of festival attendees dead, with many taken hostage.  Connect With The Australian Online  🖥 https://www.theaustralian.com.au  Follow Us: Facebook  ► https://www.facebook.com/theaustralian Instagram ► https://bit.ly/39w5T2j Twitter       ► https://twitter.com/australian LinkedIn    ►   https://www.linkedin.com/company/1008560/admin/feed/posts/  🎧 Podcast     ►  https://www.theaustralian.com.au/nation/the-front/podcast/7e7d42e8c77b597cf8532d2e0c847e10  🎥 Subscribe To Our YouTube Channel: http://bit.ly/1OT7tw4  #breakingnews #news #headlinenews",42,152256,1648,184,the|australian|news|breaking news|headline news|breaking
VEiZCT_ANwA,2023-10-09T01:40:00Z,UCfiwzLy-8yKzIbsmZTzxDgw,AlJazeera Arabic  قناة الجزيرة,مقاتلو القسام يعرضون صورا لجثث جنود إسرائيليين قُتلوا برصاص الكتائب في موقع عسكري إسرائيلي,"صور توثق جثثا لجنود إسرائيليين قُتلوا برصاص مقاتلي كتائب القسام في موقع عسكري إسرائيلي.  وتواصلت الاشتباكات بين القوات الإسرائيلية ومقاومين فلسطينيين بمواقع داخل إسرائيل، وذلك خلال اليوم الثاني من عملية طوفان الأقصى التي أطلقتها كتائب عز الدين القسام التابعة لحركة المقاومة الإسلامية حماس ضد الاحتلال الإسرائيلي، في حين واصلت إسرائيل شن غارات على مناطق مختلفة في قطاع غزة، ما أسفر عن سقوط مدنيين وتدمير منازل.  #الجزيرة #عملية_طوفان_الأقصى #كتائب_القسام  #فلسطين #طوفان_الأقصى #إسرائيل #قطاع_غزة  ===================== تابعونا على منصات الجزيرة الرقمية ===================== ▶Facebook▶https://facebook.com/aljazeerachannel ▶Instagram▶ https://instagram.com/aljazeera ▶Twitter▶ https://twitter.com/AJArabic ▶Twitter▶ https://twitter.com/AJABreaking  ▶ https://www.aljazeera.net ▶ https://www.aljazeera.com Live▶ https://www.youtube.com/c/aljazeera/live AlJazeera mobile applications▶ https://aje.io/AJAMobile البث الحي / البث المباشر الأعلى مشاهدة قناة الجزيرة #الجزيرة #aljazeera #عاجل =============  غرفة الأخبار الرقمية شبكة الجزيرة الإعلامية جميع الحقوق محفوظة © 2022 Al Jazeera Digital Newsroom Al Jazeera Media Network - Doha, Qatar =============  #عاجل #شاهد #أخبار #المغرب #الجزائر #مصر #السعودية #العراق #اليمن #سوريا #قطر #الامارات #الكويت #عمان #ليبيا #تركيا #تونس #روسيا #امريكا #الصين #الهند #باكستان #ايران #فلسطين #غزة #بغداد #دمشق #القاهرة #الرياض #مكة #جدة #البحرين #الأردن #الجزيرة #تحقيق #تغطية #مباشرة #البث #الحي #حصري #خاص #رقمي #aljazeera #news #breaking #coverage #live #livestream #tv #USA #Russia #China #Europe #india #pakistan #turkey #israel #palestine #gaza #iran #syria #iraq #algeria #morocco #egypt #cairo #saudi #UAE",78,1128898,26211,1801,فلسطين|jarchive|ajayoutube|al jazeera|aljazeera|aljazira|youtube|أخبار|اخبار|الجزيرة|برامج سياسي|برنامج|تقرير|سياسة|سياسه|سياسي|مباشر|موجز الأخبار|طوفان الأقصى|عملية طوفان الأقصى|كتائب القسام|كتائب الشهيد عز الدين القسام|حركة المقاومة الإسلامية حماس|حركة حماس|حماس|أبوعبيدة|سرايا القدس|معركة طوفان الأقصى|إسرائيل|الاحتلال الإسرائيلي|المستوطنات|الجنود الإسرائيليون|قطاع غزة|غزة|الضفة الغربية|المستوطنين|المستوطنون
r9oqn2HYEn8,2023-10-09T05:37:16Z,UCCv1Pd24oPErw5S7zJWltnQ,Al Jazeera Mubasher قناة الجزيرة مباشر,مقطع متداول يظهر اللحـ ـظات الأخيـرة في حيـ ـاة جنـ ـود الاحتلال بقاعدة زيكيم على الحدود مع غـ ـزة,وثقتها عدسات هواتفهم.. مقطع متداول يظهر اللحـ ـظات الأخيـ ـرة في حيـ ـاة جنـ ـود الاحتلال في قاعدة زيكيم العسكرية على الحدود الشمالية من قطاع غـ ـزة   #الجزيرة_مباشر #طوفان_الأقصى #غزة_لحظة_بلحظة  اشترك في القناة ليصلك كل جديد بالضغط على الرابط التالي https://ajm.me/yop3yh   شاهد البث الحي والمباشر لقناة الجزيرة مباشر https://youtube.com/live/eksOMqVMINo تابعونا على : الجزيرة مباشر على الإنترنت https://www.aljazeeramubasher.net http://Twitter.com/ajmubasher http://www.Facebook.com/ajmubasher http://www.YouTube.com/aljazeeramubasher https://www.instagram.com/aljazeeramubasher #الجزيرة_مباشر,61,14842324,90591,8265,بث مباشر|حصري|مباشر|عاجل|Aljazeera Mubasher|Mubasher|Live|Stream|News|Aljazeera|الجزيرة|تغطيات
icl-hPAJwe4,2023-10-09T11:15:25Z,UCelk6aHijZq-GJBBB9YpReA,BBC News عربي,حرب غزة: فلسطينيون يتفقدون آثار تدمير مسجد بخان يونس,تظهر اللقطات آثار الغارات الجوية الإسرائيلية على غزة، حيث تم تدمير مسجد بالكامل في مدينة خان يونس جنوبي قطاع غزة.  وشنت إسرائيل ضربات انتقامية ضد حماس بعد أن شنت الجماعة المسلحة سلسلة من الهجمات يوم السبت، في أكبر تصعيد في المنطقة منذ عقود.#بي_بي_سي --------------------------------------------------------------------------------------------------- هذه القناة الرسمية لبي بي سي نيوز عربي على يوتيوب. 👈 زوروا موقعنا الرسمي: https://www.bbc.com/arabic,36,786319,3556,0,"بي بي سي|بي بي سي نيوز|اخبار بي بي سي|بي بي سي نيوز عربي|حرب غزة|""طوفان الأقصى""|اسرائيل|حركة حماس الفلسطينية|حماس"
Zdq_kClkR1c,2023-10-09T22:15:02Z,UCeY0bbntWzzVIaj2z3QigXg,NBC News,Inside the music festival Hamas gunmen attacked and took hostages from,"The initial Hamas assault on #Israel included attacks by air, land and sea – including gunmen that crossed into Israeli territory on paragliders as more than 2,000 rockets were fired from #Gaza.  » Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC » Watch more NBC video: http://bit.ly/MoreNBCNews  NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.  Connect with NBC News Online! NBC News App: https://apps.nbcnews.com/mobile Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621 Visit NBCNews.Com: http://nbcnews.to/ReadNBC Find NBC News on Facebook: http://nbcnews.to/LikeNBC Follow NBC News on Twitter: http://nbcnews.to/FollowNBC Follow NBC News on Instagram: http://nbcnews.to/InstaNBC  #BreakingNews #Israel #hostage",43,2901545,40368,8229,
NrSIwEOI_qs,2023-10-09T22:45:00Z,UCeY0bbntWzzVIaj2z3QigXg,NBC News,Video shows paragliders entering Israel during the initial Hamas attack,"The initial Hamas assault on #Israel included attacks by air, land and sea – including gunmen that crossed into Israeli territory on paragliders as more than 2,000 rockets were fired from #Gaza.  » Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC » Watch more NBC video: http://bit.ly/MoreNBCNews  NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.  Connect with NBC News Online! NBC News App: https://apps.nbcnews.com/mobile Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621 Visit NBCNews.Com: http://nbcnews.to/ReadNBC Find NBC News on Facebook: http://nbcnews.to/LikeNBC Follow NBC News on Twitter: http://nbcnews.to/FollowNBC Follow NBC News on Instagram: http://nbcnews.to/InstaNBC  #paragliding #Israel #Hamas",13,602475,6196,862,
0_fk5fMfMrE,2023-10-09T23:58:01Z,UC52X5wxOL_s5yw0dQk7NtgA,Associated Press,What we know about the Hamas attack on an Israeli music festival,"The Hamas attack on the Tribe of Nova music festival is the worst civilian massacre in Israel.  Hamas militants opened fire on about 3,500 young Israelis who had come together for the Jewish holiday of Sukkot. At least 260 festival-goers were killed. #shorts #Israel #Hamas",37,679091,9522,992,associated press|ap news|news|news live|latest news|live news
VHN-skwRTc0,2023-10-10T13:59:40Z,UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,Detik-detik Hamas Serang Festival Musik di Israel,"Dilaporkan anak-anak muda yang menghadiri festival musik Tribe of Nova Trance di dekat Kibbutz Re'im di Israel selatan diserang oleh Hamas pada hari Sabtu (7/10/2023). Pasukan Hamas sebelumnya berhasil menerobos pagar penjaga Israel yang dijaga ketat dan masuk ke wilayah itu dari Gaza dan meluncurkan serangan ke festival musik itu.  Jumlah korban tewas hingga Senin (9/10/2023) tercatat sebanyak 260 orang. Tak hanya itu, dilaporkan masih ada beberapa warga yang dinyatakan hilang.  Simak selengkapnya dalam video berikut!  Penulis Naskah: Vina Muthi Ambarwati Narator: Vina Muthi Ambarwati Video Editor: Vanness Grace Lee Produser: Firzha Ananda Putri  Musik: Hopeless - Jimena Contreras  #SeranganHamasdiFestivalMusikIsrael #Hamas #Israel #Palenstina #Gaza #JernihkanHarapan  Artikel ini bisa dilihat di : https://video.kompas.com/watch/943248/detik-detik-hamas-serang-festival-musik-di-israel",57,1094500,18805,3250,detik-detik hamas serbu festival musik di israel|gaza|hamas|israel|jalur gaza|palestina|penyerangan warga israel oleh hamas|perang israel dan palestina|serangan balasan israel|serangan hamas|serangan udara israel
ZGK9KbY5E3c,2023-10-10T15:49:23Z,UCoMdktPbSTixAyNGwb-UYkQ,Sky News,How Hamas fighters broke into a kibbutz (Oct 7 2023),"CCTV shows how two Hamas fighters broke into a kibbutz community.  The two fighters tried to crawl under the gate and when that failed, they hid in the security booth.   Shortly after a resident's vehicle arrived at the gate and the pair ambushed the driver, killing all the passengers.  Read more 👉 https://news.sky.com/topic/israel-hamas-war-10864  #israel #hamas #war  SUBSCRIBE to our YouTube channel for more videos: http://www.youtube.com/skynews  Follow us on Twitter: https://twitter.com/skynews  Like us on Facebook: https://www.facebook.com/skynews  Follow us on Instagram: https://www.instagram.com/skynews  Follow us on TikTok: https://www.tiktok.com/@skynews   For more content go to http://news.sky.com and download our apps: Apple https://itunes.apple.com/gb/app/sky-news/id316391924?mt=8 Android https://play.google.com/store/apps/details?id=com.bskyb.skynews.android&hl=en_GB   Sky News Daily podcast is available for free here: https://podfollow.com/skynewsdaily/   Sky News videos are now available in Spanish here/Los video de Sky News están disponibles en español aquí: https://www.youtube.com/channel/UCzG5BnqHO8oNlrPDW9CYJog   To enquire about licensing Sky News content, you can find more information here: https://news.sky.com/info/library-sales",30,18303546,239178,23016,hamas|hamas fighters|hamas rocket attack israel|hamas fires rockets into israel|hamas attack|hamas militants|what is a kibbutz in israel|yadin gellman fights hamas|hamas terrorist|hamas terror attack|hamas celebrate taking israeli hostages|hamas rocket attack|hamas attack israel|hamas fires rockets|hammas|hamas militants infiltrate israel|vehicles into gaza|hamas fires rockets israel|hamas attacks israel|israel terror as hamas encircle
ivR4DlzpRDk,2023-10-11T18:25:03Z,UChkoIfnMDeLZ84hzJnEnYIA,הדר מוכתר,#מלחמה #עזה #חמאס #מסיבתטבע #חטופים #ישראל #חיילים #קרבי #גולני #צבא #צהל #דרום #טילים #בשבילך,,10,85524,3391,98,
